MISO.eventID,p.val_pre_post,BrainSpan (Postnatal),BrainSpan (Prenatal),GTEx,dPSI_pre_post,DM1_inclusion,Ensembl.geneID,HGNC.genesymbol,Chr,Strand,Start_up,End_up,Start_se,End_se,Start_dn,End_dn,Length_up,Length_se,Length_dn
chr12:56160243:56160320:+@chr12:56160626:56160670:+@chr12:56161387:56161574:+,3.22029767503945e-21,0.451153846153846,0.169508196721311,0.640290697674419,-0.281645649432535,-,ENSG00000092841.18,MYL6,chr12,+,56160243,56160320,56160626,56160670,56161387,56161574,78,45,188
chr12:56752161:56752318:+@chr12:56763218:56763414:+@chr12:56773834:56774165:+,1.43629042080537e-18,0.667948717948718,0.249508196721312,0.669593023255814,-0.418440521227406,+,ENSG00000025423.11,HSD17B6,chr12,+,56752161,56752318,56763218,56763414,56773834,56774165,158,197,332
chr12:70278132:70278274:+@chr12:70294071:70294294:+@chr12:70301705:70301865:+,6.08940190647673e-13,0.328333333333333,0.122786885245902,0.327209302325581,-0.205546448087432,-,ENSG00000111596.11,CNOT2,chr12,+,70278132,70278274,70294071,70294294,70301705,70301865,143,224,161
chr12:70278132:70278274:+@chr12:70294237:70294294:+@chr12:70301705:70301865:+,1.40416717120529e-13,0.388846153846154,0.171803278688525,0.353023255813954,-0.217042875157629,+,ENSG00000111596.11,CNOT2,chr12,+,70278132,70278274,70294237,70294294,70301705,70301865,143,58,161
chr12:70285400:70285586:+@chr12:70294071:70294294:+@chr12:70310895:70311017:+,3.6790858580011e-11,0.417948717948718,0.199672131147541,0.463139534883721,-0.218276586801177,-,ENSG00000111596.11,CNOT2,chr12,+,70285400,70285586,70294071,70294294,70310895,70311017,187,224,123
chr12:7189584:7189750:+@chr12:7190022:7190216:+@chr12:7190362:7190524:+,9.05087199818638e-16,0.496410256410256,0.284918032786885,0.603313953488372,-0.211492223623371,-,ENSG00000139197.10,PEX5,chr12,+,7189584,7189750,7190022,7190216,7190362,7190524,167,195,163
chr12:81294835:81295035:-@chr12:81283010:81283039:-@chr12:81281257:81281450:-,1.55137647177914e-10,0.563974358974359,0.769836065573771,0.41093023255814,0.205861706599412,-,ENSG00000139220.16,PPFIA2,chr12,-,81294835,81295035,81283010,81283039,81281257,81281450,201,30,194
chr12:89599117:89599299:-@chr12:89598590:89598743:-@chr12:89588049:89591295:-,3.18857637787995e-12,0.807435897435897,0.51344262295082,0.53,-0.293993274485078,-,ENSG00000070961.15,ATP2B1,chr12,-,89599117,89599299,89598590,89598743,89588049,89591295,183,154,3247
chr12:89599117:89599299:-@chr12:89598657:89598743:-@chr12:89588049:89591295:-,8.79337357944945e-09,0.735897435897436,0.521967213114754,0.390523255813954,-0.213930222782682,-,ENSG00000070961.15,ATP2B1,chr12,-,89599117,89599299,89598657,89598743,89588049,89591295,183,87,3247
chr12:900476:900670:+@chr12:904453:904494:+@chr12:907847:908034:+,1.24691456319627e-08,0.267948717948718,0.48327868852459,0.19953488372093,0.215329970575872,+,ENSG00000060237.16,WNK1,chr12,+,900476,900670,904453,904494,907847,908034,195,42,188
chr12:91182655:91183123:-@chr12:91179362:91179686:-@chr12:91178342:91178585:-,1.74251432390609e-22,0.383076923076923,0.116065573770492,0.410813953488372,-0.267011349306431,+,ENSG00000011465.16,DCN,chr12,-,91182655,91183123,91179362,91179686,91178342,91178585,469,325,244
chr12:96006314:96006409:-@chr12:96003838:96003920:-@chr12:96002960:96003064:-,1.98740579895893e-19,0.728717948717949,0.515409836065574,0.72906976744186,-0.213308112652375,+,ENSG00000111144.9,LTA4H,chr12,-,96006314,96006409,96003838,96003920,96002960,96003064,96,83,105
chr12:98829174:98829353:-@chr12:98807844:98807915:-@chr12:98800997:98801125:-,8.32904899223331e-21,0.551538461538462,0.0749180327868853,0.427674418604651,-0.476620428751576,-,ENSG00000185046.18,ANKS1B,chr12,-,98829174,98829353,98807844,98807915,98800997,98801125,180,72,129
chr12:98829174:98829353:-@chr12:98807844:98807918:-@chr12:98800997:98801125:-,7.08728269524918e-21,0.485769230769231,0.0629508196721312,0.370581395348837,-0.4228184110971,-,ENSG00000185046.18,ANKS1B,chr12,-,98829174,98829353,98807844,98807918,98800997,98801125,180,75,129
chr12:98832029:98832136:-@chr12:98807844:98807915:-@chr12:98800997:98801125:-,2.15270404310305e-22,0.328589743589744,0.0540983606557377,0.261627906976744,-0.274491382934006,-,ENSG00000185046.18,ANKS1B,chr12,-,98832029,98832136,98807844,98807915,98800997,98801125,108,72,129
chr12:98832029:98832136:-@chr12:98807844:98807918:-@chr12:98800997:98801125:-,5.32370267385519e-22,0.330384615384615,0.0532786885245902,0.257441860465116,-0.277105926860025,-,ENSG00000185046.18,ANKS1B,chr12,-,98832029,98832136,98807844,98807918,98800997,98801125,108,75,129
chr12:98832029:98832136:-@chr12:98829174:98829251:-@chr12:98807844:98807915:-,4.57182271937955e-14,0.706794871794872,0.394918032786885,0.701976744186047,-0.311876839007987,-,ENSG00000185046.18,ANKS1B,chr12,-,98832029,98832136,98829174,98829251,98807844,98807915,108,78,72
chr12:98832029:98832136:-@chr12:98829174:98829251:-@chr12:98807844:98807918:-,1.00771529149772e-10,0.587820512820513,0.366393442622951,0.60796511627907,-0.221427070197562,-,ENSG00000185046.18,ANKS1B,chr12,-,98832029,98832136,98829174,98829251,98807844,98807918,108,78,75
chr13:113089610:113089728:+@chr13:113090068:113090151:+@chr13:113091121:113091195:+,1.70473169356832e-16,0.146538461538462,0.383934426229508,0.145872093023256,0.237395964691047,+,ENSG00000126217.20,MCF2L,chr13,+,113089610,113089728,113090068,113090151,113091121,113091195,119,84,75
chr13:113089610:113089728:+@chr13:113090068:113090160:+@chr13:113091121:113091195:+,9.60349393919181e-18,0.180384615384615,0.477049180327869,0.199186046511628,0.296664564943253,+,ENSG00000126217.20,MCF2L,chr13,+,113089610,113089728,113090068,113090160,113091121,113091195,119,93,75
chr13:35793366:35793479:-@chr13:35788212:35788285:-@chr13:35768652:35774699:-,1.04375425150659e-23,0.471794871794872,0.0473770491803279,0.35953488372093,-0.424417822614544,-,ENSG00000133083.14,DCLK1,chr13,-,35793366,35793479,35788212,35788285,35768652,35774699,114,74,6048
chr13:49412912:49413040:-@chr13:49401395:49401587:-@chr13:49382800:49382941:-,1.78231126695412e-14,0.494358974358974,0.191803278688525,0.359244186046512,-0.30255569567045,+,ENSG00000102547.18,CAB39L,chr13,-,49412912,49413040,49401395,49401587,49382800,49382941,129,193,142
chr13:49433318:49433393:-@chr13:49401133:49401270:-@chr13:49382800:49382941:-,2.21839248590477e-23,0.358076923076923,0.0486885245901639,0.264244186046512,-0.309388398486759,+,ENSG00000102547.18,CAB39L,chr13,-,49433318,49433393,49401133,49401270,49382800,49382941,76,138,142
chr13:75853092:75853388:+@chr13:75855260:75855368:+@chr13:75856506:75856608:+,1.18931375903692e-19,0.267307692307692,0.0432786885245902,0.463779069767442,-0.224029003783102,-,ENSG00000136153.19,LMO7,chr13,+,75853092,75853388,75855260,75855368,75856506,75856608,297,109,103
chr13:77118340:77118519:-@chr13:77103209:77103310:-@chr13:77097370:77099013:-,6.1893929876767e-21,0.0778205128205128,0.286885245901639,0.0850581395348837,0.209064733081127,+,ENSG00000005810.17,MYCBP2,chr13,-,77118340,77118519,77103209,77103310,77097370,77099013,180,102,1644
chr13:77719532:77719671:+@chr13:77743016:77743165:+@chr13:77744283:77744432:+,4.84735443322455e-21,0.305641025641026,0.838524590163934,0.315116279069767,0.532883564522909,-,ENSG00000139737.21,SLAIN1,chr13,+,77719532,77719671,77743016,77743165,77744283,77744432,140,150,150
chr13:77741160:77741440:+@chr13:77743016:77743165:+@chr13:77744283:77744432:+,1.4407846306011e-23,0.504871794871795,0.97327868852459,0.498837209302326,0.468406893652795,-,ENSG00000139737.21,SLAIN1,chr13,+,77741160,77741440,77743016,77743165,77744283,77744432,281,150,150
chr13:78605301:78605444:+@chr13:78606972:78607210:+@chr13:78615675:78617328:+,8.61608141737985e-21,0.307948717948718,0.0354098360655738,0.395406976744186,-0.272538881883144,-,ENSG00000234377.7,RNF219-AS1,chr13,+,78605301,78605444,78606972,78607210,78615675,78617328,144,239,1654
chr13:97346804:97347067:+@chr13:97356796:97356849:+@chr13:97357482:97357635:+,2.12572253498554e-17,0.33,0.688524590163934,0.240116279069767,0.358524590163934,+,ENSG00000139793.18,MBNL2,chr13,+,97346804,97347067,97356796,97356849,97357482,97357635,264,54,154
chr13:97357482:97357635:+@chr13:97366459:97366553:+@chr13:97391322:97394120:+,2.12363239487455e-12,0.390512820512821,0.648852459016394,0.250290697674419,0.258339638503573,+,ENSG00000139793.18,MBNL2,chr13,+,97357482,97357635,97366459,97366553,97391322,97394120,154,95,2799
chr13:97365136:97365171:+@chr13:97366459:97366553:+@chr13:97391322:97394120:+,5.94915389470909e-10,0.47948717948718,0.708360655737705,0.268255813953488,0.228873476250525,+,ENSG00000139793.18,MBNL2,chr13,+,97365136,97365171,97366459,97366553,97391322,97394120,36,95,2799
chr14:100159506:100160163:-@chr14:100148968:100149710:-@chr14:100143957:100146907:-,2.76389573979528e-19,0.452564102564103,0.0857377049180328,0.50296511627907,-0.36682639764607,+,ENSG00000168350.7,DEGS2,chr14,-,100159506,100160163,100148968,100149710,100143957,100146907,658,743,2951
chr14:105384879:105384987:+@chr14:105385685:105385717:+@chr14:105389961:105390003:+,9.95329678629477e-24,0.433076923076923,0.0318032786885246,0.416279069767442,-0.401273644388399,-,ENSG00000179364.13,PACS2,chr14,+,105384879,105384987,105385685,105385717,105389961,105390003,109,33,43
chr14:21025677:21025776:-@chr14:21024030:21024096:-@chr14:21023241:21023321:-,7.84967059175451e-18,0.56025641025641,0.830655737704918,0.450639534883721,0.270399327448508,-,ENSG00000165795.23,NDRG2,chr14,-,21025677,21025776,21024030,21024096,21023241,21023321,100,67,81
chr14:21087001:21087105:+@chr14:21087320:21087463:+@chr14:21087968:21088098:+,1.27251026265208e-16,0.527307692307692,0.256065573770492,0.604941860465116,-0.2712421185372,-,ENSG00000165801.9,ARHGEF40,chr14,+,21087001,21087105,21087320,21087463,21087968,21088098,105,144,131
chr14:35549110:35549234:-@chr14:35542027:35542029:-@chr14:35538352:35539690:-,1.32212396542882e-13,0.752692307692308,0.518032786885246,0.736395348837209,-0.234659520807062,-,ENSG00000174373.16,RALGAPA1,chr14,-,35549110,35549234,35542027,35542029,35538352,35539690,125,3,1339
chr14:50759857:50760359:-@chr14:50756492:50758630:-@chr14:50754742:50754867:-,1.11642766480833e-11,0.479358974358974,0.220491803278689,0.593662790697675,-0.258867171080286,+,ENSG00000100503.23,NIN,chr14,-,50759857,50760359,50756492,50758630,50754742,50754867,503,2139,126
chr14:52864401:52864622:-@chr14:52861014:52861034:-@chr14:52860341:52860465:-,2.93646206597293e-18,0.472692307692308,0.802131147540984,0.461453488372093,0.329438839848676,+,ENSG00000073712.14,FERMT2,chr14,-,52864401,52864622,52861014,52861034,52860341,52860465,222,21,125
chr14:68878989:68879069:-@chr14:68878458:68878523:-@chr14:68877082:68877240:-,6.02998700221083e-23,0.724871794871795,0.105901639344262,0.622674418604651,-0.618970155527533,-,ENSG00000072110.13,ACTN1,chr14,-,68878989,68879069,68878458,68878523,68877082,68877240,81,66,159
chr14:68879962:68880108:-@chr14:68878458:68878523:-@chr14:68877082:68877240:-,1.80341556338762e-22,0.829102564102564,0.264098360655738,0.729127906976744,-0.565004203446826,-,ENSG00000072110.13,ACTN1,chr14,-,68879962,68880108,68878458,68878523,68877082,68877240,147,66,159
chr14:90610742:90610839:-@chr14:90603253:90603303:-@chr14:90593486:90593626:-,1.19276183180925e-22,0.238076923076923,0.0334426229508197,0.309825581395349,-0.204634300126103,-,ENSG00000165914.14,TTC7B,chr14,-,90610742,90610839,90603253,90603303,90593486,90593626,98,51,141
chr14:93293858:93294937:-@chr14:93261602:93261677:-@chr14:93257195:93257355:-,6.26842679240914e-12,0.535769230769231,0.740655737704918,0.629127906976744,0.204886506935687,-,ENSG00000011114.14,BTBD7,chr14,-,93293858,93294937,93261602,93261677,93257195,93257355,1080,76,161
chr14:93293858:93294937:-@chr14:93263785:93263993:-@chr14:93261602:93261677:-,4.86451615035781e-18,0.641794871794872,0.874426229508197,0.702325581395349,0.232631357713325,-,ENSG00000011114.14,BTBD7,chr14,-,93293858,93294937,93263785,93263993,93261602,93261677,1080,209,76
chr15:29720358:29720708:-@chr15:29719777:29720016:-@chr15:29718266:29719138:-,3.44487662706454e-21,0.526025641025641,0.147704918032787,0.597558139534884,-0.378320722992854,-,ENSG00000104067.16,TJP1,chr15,-,29720358,29720708,29719777,29720016,29718266,29719138,351,240,873
chr15:30974314:30974456:-@chr15:30967920:30968010:-@chr15:30960881:30961073:-,8.53662760618302e-12,0.787435897435898,0.560327868852459,0.848779069767442,-0.227108028583439,-,ENSG00000166912.16,MTMR10,chr15,-,30974314,30974456,30967920,30968010,30960881,30961073,143,91,193
chr15:42515237:42515354:+@chr15:42521614:42521708:+@chr15:42528262:42528420:+,1.06664374971792e-08,0.185641025641026,0.392131147540984,0.234360465116279,0.206490121899958,-,ENSG00000092531.9,SNAP23,chr15,+,42515237,42515354,42521614,42521708,42528262,42528420,118,95,159
chr15:45200727:45201175:-@chr15:45198772:45199120:-@chr15:45178165:45178306:-,4.89229068936119e-22,0.458846153846154,0.112131147540984,0.420872093023256,-0.34671500630517,-,ENSG00000138606.19,SHF,chr15,-,45200727,45201175,45198772,45199120,45178165,45178306,449,349,142
chr15:47767037:47767093:+@chr15:47768581:47768748:+@chr15:47770497:47774223:+,2.1861232293822e-13,0.347051282051282,0.139508196721311,0.257267441860465,-0.207543085329971,+,ENSG00000137872.16,SEMA6D,chr15,+,47767037,47767093,47768581,47768748,47770497,47774223,57,168,3727
chr15:52569112:52569167:-@chr15:52568848:52568902:-@chr15:52557100:52557222:-,8.92296509949945e-20,0.495,0.904754098360656,0.591337209302326,0.409754098360656,+,ENSG00000128989.10,ARPP19,chr15,-,52569112,52569167,52568848,52568902,52557100,52557222,56,55,123
chr15:52569116:52569167:-@chr15:52568848:52568900:-@chr15:52557100:52557222:-,2.22809374210084e-15,0.45948717948718,0.782786885245902,0.602209302325582,0.323299705758722,+,ENSG00000128989.10,ARPP19,chr15,-,52569116,52569167,52568848,52568900,52557100,52557222,52,53,123
chr15:52569116:52569167:-@chr15:52568848:52568902:-@chr15:52557100:52557222:-,3.98204107620122e-16,0.529102564102564,0.841967213114754,0.654767441860465,0.31286464901219,+,ENSG00000128989.10,ARPP19,chr15,-,52569116,52569167,52568848,52568902,52557100,52557222,52,55,123
chr15:63594695:63594786:-@chr15:63593749:63593877:-@chr15:63587710:63589100:-,1.26156457300448e-14,0.371153846153846,0.691475409836066,0.387209302325581,0.320321563682219,+,ENSG00000259248.5,USP3-AS1,chr15,-,63594695,63594786,63593749,63593877,63587710,63589100,92,129,1391
chr15:64180348:64180454:-@chr15:64176262:64176285:-@chr15:64165517:64171985:-,3.68829828738388e-21,0.382307692307692,0.114098360655738,0.326337209302326,-0.268209331651955,-,ENSG00000169118.17,CSNK1G1,chr15,-,64180348,64180454,64176262,64176285,64165517,64171985,107,24,6469
chr15:73289146:73289238:+@chr15:73293390:73293548:+@chr15:73298348:73298611:+,2.37203275160279e-14,0.516025641025641,0.235737704918033,0.568895348837209,-0.280287936107608,+,ENSG00000067141.16,NEO1,chr15,+,73289146,73289238,73293390,73293548,73298348,73298611,93,159,264
chr15:73633125:73634134:-@chr15:73597022:73597369:-@chr15:73591966:73592137:-,4.53345679457407e-20,0.666410256410256,0.26327868852459,0.42093023255814,-0.403131567885666,-,ENSG00000156642.16,NPTN,chr15,-,73633125,73634134,73597022,73597369,73591966,73592137,1010,348,172
chr15:80075164:80075315:+@chr15:80098416:80098578:+@chr15:80120328:80120498:+,1.07616589935387e-12,0.636025641025641,0.838032786885246,0.64796511627907,0.202007145859605,-,ENSG00000086666.18,ZFAND6,chr15,+,80075164,80075315,80098416,80098578,80120328,80120498,152,163,171
chr15:80441231:80441378:+@chr15:80442837:80443025:+@chr15:80450880:80450994:+,1.89921901505146e-15,0.660384615384615,0.236065573770492,0.543372093023256,-0.424319041614124,-,ENSG00000172379.20,ARNT2,chr15,+,80441231,80441378,80442837,80443025,80450880,80450994,148,189,115
chr15:84620602:84620772:+@chr15:84622646:84622714:+@chr15:84623276:84623643:+,8.85301952133398e-24,0.347051282051282,0.0632786885245902,0.171976744186047,-0.283772593526692,-,ENSG00000176371.13,ZSCAN2,chr15,+,84620602,84620772,84622646,84622714,84623276,84623643,171,69,368
chr15:84680713:84680832:-@chr15:84679932:84679969:-@chr15:84670725:84670782:-,6.71643250051869e-21,0.337435897435897,0.0795081967213115,0.356453488372093,-0.257927700714586,-,ENSG00000140612.13,SEC11A,chr15,-,84680713,84680832,84679932,84679969,84670725,84670782,120,38,58
chr16:15696709:15696860:+@chr16:15699729:15699854:+@chr16:15724191:15726353:+,1.56432614939141e-12,0.294871794871795,0.533934426229508,0.281337209302326,0.239062631357713,-,ENSG00000072864.14,NDE1,chr16,+,15696709,15696860,15699729,15699854,15724191,15726353,152,126,2163
chr16:19547955:19548014:+@chr16:19548515:19548600:+@chr16:19551196:19553408:+,7.52811808072432e-14,0.529230769230769,0.252622950819672,0.416976744186047,-0.276607818411097,-,ENSG00000103540.16,CCP110,chr16,+,19547955,19548014,19548515,19548600,19551196,19553408,60,86,2213
chr16:2076491:2076585:+@chr16:2077598:2077726:+@chr16:2079032:2079196:+,1.09853533563602e-23,0.141025641025641,0.738524590163935,0.188895348837209,0.597498949138293,+,ENSG00000103197.16,TSC2,chr16,+,2076491,2076585,2077598,2077726,2079032,2079196,95,129,165
chr16:20900235:20900535:+@chr16:20902486:20902717:+@chr16:20915556:20915714:+,3.78875898520046e-16,0.499102564102564,0.73672131147541,0.476046511627907,0.237618747372846,+,ENSG00000102897.9,LYRM1,chr16,+,20900235,20900535,20902486,20902717,20915556,20915714,301,232,159
chr16:29905788:29905959:+@chr16:29906079:29906127:+@chr16:29919531:29919864:+,5.67316283329538e-18,0.112179487179487,0.314098360655738,0.177325581395349,0.201918873476251,+,ENSG00000174939.10,ASPHD1,chr16,+,29905788,29905959,29906079,29906127,29919531,29919864,172,49,334
chr16:30053464:30053499:+@chr16:30054784:30054927:+@chr16:30063729:30064248:+,7.85425893877464e-15,0.188461538461538,0.407704918032787,0.139302325581395,0.219243379571248,-,ENSG00000149925.17,ALDOA,chr16,+,30053464,30053499,30054784,30054927,30063729,30064248,36,144,520
chr16:30054784:30054927:+@chr16:30055172:30055327:+@chr16:30063729:30064248:+,4.94645465716009e-15,0.451282051282051,0.697704918032787,0.397383720930233,0.246422866750736,+,ENSG00000149925.17,ALDOA,chr16,+,30054784,30054927,30055172,30055327,30063729,30064248,144,156,520
chr16:396725:397079:+@chr16:398208:398385:+@chr16:398990:399123:+,1.98563302480327e-08,0.791153846153846,0.552459016393443,0.893081395348837,-0.238694829760404,-,ENSG00000103202.12,NME4,chr16,+,396725,397079,398208,398385,398990,399123,355,178,134
chr16:396725:397079:+@chr16:398208:398394:+@chr16:398990:399123:+,3.38445906589034e-09,0.821666666666667,0.561147540983607,0.914418604651163,-0.26051912568306,-,ENSG00000103202.12,NME4,chr16,+,396725,397079,398208,398394,398990,399123,355,187,134
chr16:397192:397313:+@chr16:398208:398385:+@chr16:398990:399123:+,3.58565848610027e-10,0.451025641025641,0.22,0.488488372093023,-0.231025641025641,-,ENSG00000103202.12,NME4,chr16,+,397192,397313,398208,398385,398990,399123,122,178,134
chr16:397192:397313:+@chr16:398208:398394:+@chr16:398990:399123:+,1.08346135937057e-10,0.475,0.225409836065574,0.520348837209302,-0.249590163934426,-,ENSG00000103202.12,NME4,chr16,+,397192,397313,398208,398394,398990,399123,122,187,134
chr16:47461123:47461426:+@chr16:47463882:47463993:+@chr16:47497399:47497488:+,7.49630687833747e-15,0.645,0.894098360655738,0.616395348837209,0.249098360655738,-,ENSG00000102893.15,PHKB,chr16,+,47461123,47461426,47463882,47463993,47497399,47497488,304,112,90
chr16:57628226:57628407:+@chr16:57628637:57628802:+@chr16:57650253:57650351:+,3.65581630765653e-18,0.785128205128205,0.226885245901639,0.905581395348837,-0.558242959226566,+,ENSG00000205336.11,ADGRG1,chr16,+,57628226,57628407,57628637,57628802,57650253,57650351,182,166,99
chr16:57628226:57628407:+@chr16:57628660:57628802:+@chr16:57650253:57650351:+,4.80268545292724e-18,0.774358974358974,0.237704918032787,0.898546511627907,-0.536654056326188,+,ENSG00000205336.11,ADGRG1,chr16,+,57628226,57628407,57628660,57628802,57650253,57650351,182,143,99
chr16:57628635:57628802:+@chr16:57641587:57641708:+@chr16:57650253:57650351:+,6.31249183251794e-21,0.731153846153846,0.940327868852459,0.72406976744186,0.209174022698613,+,ENSG00000205336.11,ADGRG1,chr16,+,57628635,57628802,57641587,57641708,57650253,57650351,168,122,99
chr16:57759728:57759836:-@chr16:57759125:57759153:-@chr16:57758217:57758909:-,3.38302697682962e-23,0.802820512820513,0.151803278688525,0.947441860465116,-0.651017234131988,-,ENSG00000140859.15,KIFC3,chr16,-,57759728,57759836,57759125,57759153,57758217,57758909,109,29,693
chr16:58463631:58463797:+@chr16:58487756:58487850:+@chr16:58503798:58503903:+,8.60644947625835e-21,0.179230769230769,0.672622950819672,0.338139534883721,0.493392181588903,-,ENSG00000103034.14,NDRG4,chr16,+,58463631,58463797,58487756,58487850,58503798,58503903,167,95,106
chr16:69121436:69121493:-@chr16:69121053:69121170:-@chr16:69118010:69120649:-,2.71591616043429e-18,0.635384615384615,0.374426229508197,0.405523255813954,-0.260958385876419,+,ENSG00000168802.12,CHTF8,chr16,-,69121436,69121493,69121053,69121170,69118010,69120649,58,118,2640
chr16:69132484:69132584:-@chr16:69121053:69121170:-@chr16:69118010:69120649:-,3.57584341742835e-11,0.590384615384615,0.37655737704918,0.356220930232558,-0.213827238335435,+,ENSG00000168802.12,CHTF8,chr16,-,69132484,69132584,69121053,69121170,69118010,69120649,101,118,2640
chr16:69132484:69132584:-@chr16:69121436:69121493:-@chr16:69118010:69120649:-,1.16884574913201e-07,0.532692307692308,0.735245901639344,0.499069767441861,0.202553593947037,+,ENSG00000168802.12,CHTF8,chr16,-,69132484,69132584,69121436,69121493,69118010,69120649,101,58,2640
chr16:70679630:70679704:-@chr16:70679315:70679323:-@chr16:70678252:70678409:-,7.03102345763733e-21,0.699615384615385,0.458196721311475,0.632383720930233,-0.241418663303909,-,ENSG00000132613.14,MTSS1L,chr16,-,70679630,70679704,70679315,70679323,70678252,70678409,75,9,158
chr16:89686690:89686797:+@chr16:89689252:89689324:+@chr16:89690553:89690624:+,1.51659908708199e-20,0.306794871794872,0.592950819672131,0.348313953488372,0.286155947877259,-,ENSG00000185324.21,CDK10,chr16,+,89686690,89686797,89689252,89689324,89690553,89690624,108,73,72
chr17:12958717:12958897:+@chr17:12973302:12973319:+@chr17:12974089:12974310:+,7.20564188262584e-16,0.46948717948718,0.17016393442623,0.620174418604651,-0.29932324506095,-,ENSG00000006740.16,ARHGAP44,chr17,+,12958717,12958897,12973302,12973319,12974089,12974310,181,18,222
chr17:15658802:15658876:-@chr17:15651091:15651946:-@chr17:15642721:15642816:-,2.58766856369777e-12,0.68974358974359,0.424590163934426,0.654476744186047,-0.265153425809164,+,ENSG00000221926.11,TRIM16,chr17,-,15658802,15658876,15651091,15651946,15642721,15642816,75,856,96
chr17:15677176:15677280:-@chr17:15651091:15651946:-@chr17:15642721:15642816:-,5.67257368932377e-15,0.567692307692308,0.290655737704918,0.474418604651163,-0.27703656998739,-,ENSG00000221926.11,TRIM16,chr17,-,15677176,15677280,15651091,15651946,15642721,15642816,105,856,96
chr17:16428817:16428982:+@chr17:16431784:16431850:+@chr17:16431966:16432300:+,7.21376179509846e-13,0.82525641025641,0.623934426229508,0.873255813953488,-0.201321984026902,+,ENSG00000187688.14,TRPV2,chr17,+,16428817,16428982,16431784,16431850,16431966,16432300,166,67,335
chr17:28404616:28405468:-@chr17:28402238:28402321:-@chr17:28400610:28400766:-,8.83509329989728e-12,0.602435897435897,0.381311475409836,0.73296511627907,-0.221124422026061,-,ENSG00000076351.12,SLC46A1,chr17,-,28404616,28405468,28402238,28402321,28400610,28400766,853,84,157
chr17:40035117:40035349:-@chr17:40034916:40034972:-@chr17:40033345:40033456:-,5.99449889043898e-20,0.307435897435897,0.693606557377049,0.285290697674419,0.386170659941152,-,ENSG00000008838.19,MED24,chr17,-,40035117,40035349,40034916,40034972,40033345,40033456,233,57,112
chr17:42660639:42660707:+@chr17:42662973:42663052:+@chr17:42663377:42663503:+,3.41535433845615e-22,0.947051282051282,0.703770491803279,0.919011627906977,-0.243280790248003,+,ENSG00000037042.8,TUBG2,chr17,+,42660639,42660707,42662973,42663052,42663377,42663503,69,80,127
chr17:44908064:44908149:-@chr17:44904766:44905149:-@chr17:44904442:44904554:-,1.98604789504222e-21,0.0405128205128205,0.599508196721312,0.0373837209302326,0.558995376208491,+,ENSG00000131095.12,GFAP,chr17,-,44908064,44908149,44904766,44905149,44904442,44904554,86,384,113
chr17:45246210:45246330:+@chr17:45246505:45246604:+@chr17:45246867:45247320:+,1.59128758463649e-23,0.85948717948718,0.464426229508197,0.772732558139535,-0.395060949978983,-,ENSG00000184922.13,FMNL1,chr17,+,45246210,45246330,45246505,45246604,45246867,45247320,121,100,454
chr17:45962321:45962470:+@chr17:45971859:45971945:+@chr17:45978375:45978440:+,6.66404904309586e-25,0.356282051282051,0.0113114754098361,0.483837209302326,-0.344970575872215,-,ENSG00000186868.15,MAPT,chr17,+,45962321,45962470,45971859,45971945,45978375,45978440,150,87,66
chr17:45996399:45996664:+@chr17:46010310:46010402:+@chr17:46014243:46014324:+,3.9361226908587e-24,0.489102564102564,0.0391803278688525,0.510755813953488,-0.449922236233712,-,ENSG00000186868.15,MAPT,chr17,+,45996399,45996664,46010310,46010402,46014243,46014324,266,93,82
chr17:50977108:50977221:-@chr17:50975863:50975901:-@chr17:50974771:50974947:-,4.75684080426762e-18,0.512692307692308,0.142295081967213,0.745581395348837,-0.370397225725095,-,ENSG00000008294.20,SPAG9,chr17,-,50977108,50977221,50975863,50975901,50974771,50974947,114,39,177
chr17:5425971:5426082:+@chr17:5428071:5428211:+@chr17:5432542:5432876:+,2.05994366431442e-15,0.303589743589744,0.517868852459016,0.327151162790698,0.214279108869273,-,ENSG00000129197.14,RPAIN,chr17,+,5425971,5426082,5428071,5428211,5432542,5432876,112,141,335
chr17:5426236:5426299:+@chr17:5428071:5428211:+@chr17:5432542:5432876:+,6.08396086479823e-16,0.402820512820513,0.704098360655738,0.405697674418605,0.301277847835225,-,ENSG00000129197.14,RPAIN,chr17,+,5426236,5426299,5428071,5428211,5432542,5432876,64,141,335
chr17:63415528:63415674:+@chr17:63418307:63418407:+@chr17:63419999:63427699:+,5.97157327663386e-12,0.567051282051282,0.794918032786885,0.322790697674419,0.227866750735603,+,ENSG00000170921.15,TANC2,chr17,+,63415528,63415674,63418307,63418407,63419999,63427699,147,101,7701
chr17:6449312:6449407:+@chr17:6450028:6450072:+@chr17:6450362:6451469:+,7.45467879066826e-20,0.338717948717949,0.716393442622951,0.151627906976744,0.377675493905002,-,ENSG00000129195.15,FAM64A,chr17,+,6449312,6449407,6450028,6450072,6450362,6451469,96,45,1108
chr17:67675479:67675542:+@chr17:67687066:67687184:+@chr17:67692572:67697261:+,1.30725075546095e-18,0.720641025641026,0.275573770491803,0.86546511627907,-0.445067255149222,-,ENSG00000154217.14,PITPNC1,chr17,+,67675479,67675542,67687066,67687184,67692572,67697261,64,119,4690
